DepVar,Const,Mktrf,SMB,HML,RMW,CMA,R-squared
Mktrf,0.006346201147348789,0,-0.10187235108394842,0.8733562265415042,-1.2913483956003078,-1.1026543907862214,0.3297889716234933
SMB,0.0007215450293559644,-0.05333586642408225,0,-1.1002318445520316,0.002107887583182977,0.847463856793583,0.7458864215599877
HML,0.0030768005014672837,0.13470770754068725,-0.32413222472491904,0,0.6330678294644633,0.9158579641811511,0.8698617790979937
RMW,-0.0009780918805465326,-0.24969290353505097,0.0007784795214965251,0.7936188824000592,0,-0.9421657892477049,0.8661158642145181
CMA,-0.0015408168196987928,-0.0015408168196987928,-0.15488714466239528,0.22737050293587513,0.83407108245493,0,0.8501274030497734
