Size,OP,Const_t,Mktrf_t,SMB_t,HML_t,RMW_t,CMA_t
1.0,1.0,4.194702319905397,2.537605447323028,-2.3855484779127423,6.772872440706743,1.2356816145072405,5.823424527715767
1.0,2.0,1.2733077545602176,0.3160787039081995,-0.5607141558258184,9.32198517065816,-2.4274311666791357,6.452600974835694
1.0,3.0,-2.3611063053391295,-0.09170717691327426,0.5167463836889691,11.930316558681099,-3.4426912457634136,5.201872460550701
1.0,4.0,-2.106687929722281,-2.0253717137313725,1.49910680403315,5.0006491844400305,-4.81878738712597,0.6780473773314906
1.0,5.0,0.312782033236212,0.1933811442198299,-1.1357744267721772,5.796366329147839,-2.2812465307789256,-3.0004262655059417
2.0,1.0,1.3972087934381574,2.192860790797115,-1.3412145980192471,11.37350439101974,1.3761721913946747,8.594939693494085
2.0,2.0,0.5955088170885512,2.636513576273615,-3.468247048558208,15.00774947323897,-0.15861257312117288,5.373887941420621
2.0,3.0,-1.8951732147245466,-1.0022324453594798,0.6101418184984883,5.184428089514068,-3.2622100742669904,1.5706269253690064
2.0,4.0,-1.7180137303495073,-0.9295794341661126,-0.09453344395072454,6.5098610288179515,-4.840614446630899,-0.6660230615333806
2.0,5.0,-1.1316196633166429,-0.1439238681664531,0.8439837824726685,7.465973405614193,-1.9429283645811062,-1.087721790912138
3.0,1.0,-1.4057523307192368,1.149019087371208,-1.4974821370548246,17.265517201946587,1.968339032574502,10.521886445335237
3.0,2.0,-1.6455788832228984,-0.738485267217399,-0.15061440471306448,10.046934092356988,-0.015428503485352412,6.043255730164059
3.0,3.0,-2.84064292117444,-0.6440930583902572,-0.14883194015845505,10.18368202372539,-0.919655116761532,4.050018566089775
3.0,4.0,-2.121679764526109,-2.733091758331747,1.8001339109466516,4.964228685613785,-3.6566143220352623,1.1881373557135473
3.0,5.0,0.01644116031698599,1.7288006921617154,-1.067311690798419,2.983202764469092,0.2910839397492621,-1.5057120066125953
4.0,1.0,-0.0254958780056783,0.36607806803260984,-1.3904979860232511,8.747353313855506,1.0665632043928641,5.584218005317454
4.0,2.0,0.6748726091146215,-0.14129722219337643,-0.11694325868726779,3.7411529114246855,-0.4490837729150836,2.0733335518545988
4.0,3.0,-1.9102958836708528,-2.1480890122870124,1.4332928703584475,10.596352203825015,-1.6294117445353555,6.131798680756067
4.0,4.0,-0.3873804140418869,-2.0226452097799323,0.11665243256805512,9.201026105811565,-1.8641185002496812,3.442612611679461
4.0,5.0,-0.4768325904189548,-0.4534809399562381,0.9429916532356446,7.923541356495332,0.009065077938114237,0.33437482356442555
5.0,1.0,0.6613670360833191,-1.4677619974320684,0.49094626739679076,4.819342455725484,-0.8024914737069136,3.960162012796017
5.0,2.0,0.007089476963901325,1.0894198194796931,-1.7897680154712423,8.015781563805184,1.2601668494856573,3.6625074888517375
5.0,3.0,-1.2345569761816952,-0.6982452667933475,-0.021291798740028116,4.761693740641283,-0.6298422907346712,1.4524097370880187
5.0,4.0,-0.9454708150633815,-2.2876012620419863,1.014386951206881,5.521646452855048,-2.9258503361454653,0.6683548330165723
5.0,5.0,2.0660047599540357,1.1117973605254574,-0.8892933835821383,13.474757327120631,3.281616562604836,-3.2201148823686
