Size,OP,Const_t,Mktrf_t,SMB_t,HML_t,RMW_t,CMA_t
1.0,1.0,2.904795378025395,2.551897165457322,-2.5304623307408063,5.33704171236354,1.5797674268120008,4.176819616551912
1.0,2.0,-0.6582836952039515,3.5700270668415985,-4.217831084546593,11.114272927389457,1.7615734707713473,4.707478832443697
1.0,3.0,-5.105734992462469,-1.2372498367944234,-0.052839916108594606,8.856259130990956,-2.2619050272921664,3.4719955484083536
1.0,4.0,-2.8959372196146274,-1.6477078065791309,-0.8008635995172965,6.01425836817053,-3.169399662091692,0.6867787899260258
1.0,5.0,3.5934868257094554,0.35429026974131705,-7.179008706706582,10.571170408813224,0.5752135002569909,-5.5359924192552725
2.0,1.0,0.4297640293452693,0.7847480331602291,-0.7953373997529103,9.291233674082559,-0.005852811508561123,6.787307370257078
2.0,2.0,-0.44079561525916305,-0.40236761247411756,-0.33533714356507993,7.820988615822753,-0.9215381071046023,4.99834826934668
2.0,3.0,-3.058785076128597,-1.7826944056144598,0.7512658736349164,6.208147121011392,-2.3770375232760625,2.6011195430615723
2.0,4.0,-1.1996001631676487,-2.918071826901777,0.733007591579788,5.949490934478944,-4.482582232938574,1.2341362325270584
2.0,5.0,2.4653679266121253,-0.5625122959054781,-0.9231387235643573,2.6537970196883447,0.21206041969657694,0.09910972588222752
3.0,1.0,0.4635667531812737,1.8154843875741564,-1.7651913020869545,11.050817403855195,2.6632642718624817,7.783827692946303
3.0,2.0,-1.0413428164820657,0.6484581457178804,-0.7764346109445267,7.855959589045188,-1.3520301651070674,3.352789973558723
3.0,3.0,-1.0519472757130015,-2.0258879972847046,0.6672834648477606,8.298434451001082,-2.6324617227093596,3.7022273333810207
3.0,4.0,-1.0679165742178693,-2.0007388318432198,0.7657424214873821,5.08494875775923,-2.8880628944489404,1.3338083840768042
3.0,5.0,0.6760248186994869,-0.645829826629669,-1.2642548965676565,5.9514027184837754,-0.9948293673292034,-1.7870130193386073
4.0,1.0,0.7139498252342869,-0.8057665783549933,0.14394199151035528,11.732788804983802,-0.6225998379459251,7.959287674162811
4.0,2.0,1.5978910701074813,-0.7211198049311844,0.1992586103469103,9.422649744693476,-0.5229857271337425,6.228181886668471
4.0,3.0,-0.625912219222803,0.04277374571239897,0.1455314580534917,8.473106922271034,-0.9701904427276933,3.777841687441306
4.0,4.0,-0.7485426929350218,-1.4186290319858779,1.0470483773092527,5.5255449983573754,-1.9327117078035256,1.5774035632561243
4.0,5.0,-0.2657886378142846,-0.5160757059019548,0.10885447797674322,4.837312874242396,-0.2567667335919965,-0.6484337071769083
5.0,1.0,1.6546722078634795,0.23500147729082357,-0.5732130268778666,7.201711722609689,0.3845637474349467,5.246448915725883
5.0,2.0,1.9070164330793011,-0.6953259554103309,0.2042039278826234,5.361256880449864,-1.84368936170277,2.755568900288708
5.0,3.0,0.44859358068529764,1.1256838511629494,0.4878364271304051,7.897930046494597,-0.9982521240366818,2.812064421594071
5.0,4.0,0.31582579933671395,-1.8293045971448967,2.91910393072606,5.144951421683007,-4.054281405422704,0.929950355369276
5.0,5.0,-1.2177908991280213,3.0162268517140447,1.831284908013136,16.783283920187273,2.7829819106670928,-3.1710904019504054
