DepVar,Const_t,Mktrf_t,SMB_t,HML_t,RMW_t,CMA_t
Mktrf,0.8845425692435864,0,-0.2765571782532211,1.3662650793302669,-2.5811611607096916,-1.6980808199710722
SMB,0.1353512005866114,-0.2765571782532154,0,-2.7856955540821935,0.0047930470619129166,1.8279783336093003
HML,1.1082994945781435,1.3662650793302693,-2.785695554082194,0,3.7597703144529584,6.730123200752973
RMW,-0.302699033568965,-2.581161160709693,0.00479304706191494,3.7597703144529575,0,-5.041970945926465
SMB,-0.5639452321561045,-1.6980808199710768,1.8279783336092974,6.730123200752973,-5.041970945926465,0
